iter	Logloss
588	0.2448560576
589	0.2445369728
590	0.2443502462
591	0.2441631219
592	0.2439963592
593	0.2437559981
594	0.2435311369
595	0.2431897106
596	0.2430026655
597	0.2427404854
598	0.2426337624
599	0.2423571263
600	0.2422131164
601	0.2419683855
602	0.2417922614
603	0.2415734547
604	0.2414388328
605	0.2411572783
606	0.241091052
607	0.2410182566
608	0.2408826224
609	0.2406616151
610	0.240529487
611	0.2402377237
612	0.2402067283
613	0.2399740407
614	0.2399127562
615	0.2395909374
616	0.2392911026
617	0.239108154
618	0.2388247211
619	0.238613347
620	0.2383768077
621	0.2382286212
622	0.2379834491
623	0.2376299459
624	0.2373215173
625	0.2372387524
626	0.2370151905
627	0.2369439799
628	0.2368329369
629	0.236631354
630	0.2364010923
631	0.2362674984
632	0.2361093816
633	0.2359136688
634	0.2358439838
635	0.2354688407
636	0.2352508293
637	0.2350334338
638	0.2347731266
639	0.2347540871
640	0.234448674
641	0.2342960455
642	0.2339011911
643	0.2336894853
644	0.2334773396
645	0.2332714571
646	0.2330529265
647	0.2329282135
648	0.2328704548
649	0.2326730882
650	0.2324614178
651	0.2322343107
652	0.2321395214
653	0.2320284843
654	0.2319195347
655	0.2316931477
656	0.2316193904
657	0.2314769598
658	0.2314143766
659	0.2311281689
660	0.2308784482
661	0.2306595082
662	0.2305152515
663	0.2302930577
664	0.2301950993
665	0.2299891462
666	0.2298607887
667	0.2296108395
668	0.2295318743
669	0.2291748872
670	0.229084916
671	0.2289434701
672	0.2288293691
673	0.2286913124
674	0.2285950158
675	0.2283178486
676	0.2282113567
677	0.2281016332
678	0.22796192
679	0.2278894069
680	0.2276250487
681	0.2275759396
682	0.2273088226
683	0.227136056
684	0.2269565887
685	0.2268818744
686	0.2268197867
687	0.2267921975
688	0.2267031791
689	0.2265948174
690	0.2263232744
691	0.2261710132
692	0.2259457932
693	0.2256700667
694	0.2255353677
695	0.2252740211
696	0.2250420635
697	0.2249819678
698	0.2248873725
699	0.2246369276
700	0.2245347969
701	0.2244684305
702	0.2243956769
703	0.2241340033
704	0.2238642158
705	0.2236167844
706	0.2234856418
707	0.2234489949
708	0.2233547628
709	0.2233088392
710	0.223275008
711	0.2231472452
712	0.2230572616
713	0.2227085973
714	0.222590586
715	0.2222615183
716	0.2220898987
717	0.2220186496
718	0.2217027497
719	0.2216200634
720	0.2214961468
721	0.2211532258
722	0.2210185988
723	0.2209500889
724	0.2208971638
725	0.2207835911
726	0.2204269438
727	0.2202271561
728	0.2201239328
729	0.2198370822
730	0.2195922317
731	0.2192945502
732	0.218945748
733	0.2186443095
734	0.2184241002
735	0.2182103608
736	0.2179804374
737	0.2178716674
738	0.2175973199
739	0.2175248293
740	0.2172394712
741	0.2170929876
742	0.2170123238
743	0.2167343643
744	0.2165028331
745	0.2163497145
746	0.2162754892
747	0.2162247017
748	0.2161694067
749	0.2159331992
750	0.2158737731
751	0.2156037441
752	0.215471575
753	0.2154029576
754	0.215134613
755	0.2150064121
756	0.2149212745
757	0.2147772508
758	0.2146748366
759	0.2144422123
760	0.2142930899
761	0.2141090636
762	0.2138430824
763	0.213781892
764	0.213713879
765	0.2136274868
766	0.2135602438
767	0.2134779947
768	0.2132565331
769	0.212998332
770	0.2129633859
771	0.2128474126
772	0.212781163
773	0.2125727871
774	0.2125107711
775	0.212421081
776	0.2123378432
777	0.2122519524
778	0.2121717505
779	0.2119231779
780	0.2118221286
781	0.2116650623
782	0.2112960681
783	0.2110328236
784	0.2108706574
785	0.2107591963
786	0.2106672393
787	0.2104450787
788	0.2102625065
789	0.2100466704
790	0.2097779589
791	0.2095888278
792	0.2095208003
793	0.2093753512
794	0.2091115311
795	0.2089010264
796	0.2087925661
797	0.2087314058
798	0.2085534984
799	0.2084263574
800	0.208215715
801	0.2081351553
802	0.208109702
803	0.2078850498
804	0.2076067838
805	0.2073151211
806	0.2072846236
807	0.2069877857
808	0.2069124797
809	0.2067337294
810	0.2066265938
811	0.2065964082
812	0.2064345884
813	0.2061951584
814	0.2059976412
815	0.205695224
816	0.2054275506
817	0.2053820824
818	0.2053299864
819	0.2052688892
820	0.2051950583
821	0.2051725127
822	0.2050279766
823	0.2048338388
824	0.2047047697
825	0.2044389469
826	0.204303324
827	0.2040186061
828	0.2039773505
829	0.2039485875
830	0.2038386598
831	0.2035495092
832	0.2034008914
833	0.2032137794
834	0.2031059768
835	0.202833344
836	0.2026512715
837	0.2026162775
838	0.2023799217
839	0.2022897389
840	0.2020323928
841	0.2020115176
842	0.2019484582
843	0.2018250921
844	0.2017720606
845	0.2015684542
846	0.2014370527
847	0.2011808397
848	0.2011591002
849	0.2010311304
850	0.2007408467
851	0.2006412516
852	0.2004671245
853	0.2004425291
854	0.2001884835
855	0.2000026984
856	0.1997567076
857	0.1995387596
858	0.1993987329
859	0.199281747
860	0.198992015
861	0.1989327536
862	0.1988965894
863	0.1988436782
864	0.1987562265
865	0.1986061266
866	0.1984280234
867	0.1983070794
868	0.1981004799
869	0.1978611263
870	0.1976800134
871	0.1976096989
872	0.1975051542
873	0.1973928197
874	0.1971226508
875	0.1969926145
876	0.1968621362
877	0.1967873319
878	0.1966570151
879	0.1966469755
880	0.1965453983
881	0.1964447501
882	0.1962735065
883	0.196264084
884	0.1961862652
885	0.1960197037
886	0.1957940373
887	0.1957225893
888	0.195636654
889	0.195562263
890	0.1955011425
891	0.1953089739
892	0.1950852612
893	0.1948339963
894	0.1947155678
895	0.1946036582
896	0.1945243879
897	0.1943445074
898	0.1941826163
899	0.1940981469
900	0.1938769198
901	0.1938564573
902	0.1938389358
903	0.1937078144
904	0.1936214992
905	0.1935785174
906	0.1935010169
907	0.1933819582
908	0.1931503028
909	0.1930111651
910	0.1928767689
911	0.1927177061
912	0.1924506182
913	0.1923754796
914	0.1923326881
915	0.1923100956
916	0.1922463424
917	0.1921240949
918	0.1920469269
919	0.1919330787
920	0.1918202129
921	0.1917896197
922	0.1916882397
923	0.1916049577
924	0.1913934768
925	0.191278696
926	0.1912070328
927	0.1910288674
928	0.1908799131
929	0.1908274471
930	0.1907860223
931	0.190742754
932	0.1905082194
933	0.1904464464
934	0.1901783082
935	0.1900225637
936	0.1899204661
937	0.189860777
938	0.1896594183
939	0.1895222606
940	0.1894660539
941	0.1893405305
942	0.1892941822
943	0.1890860548
944	0.1889783646
945	0.1886296313
946	0.1884906596
947	0.1881708734
948	0.1881451979
949	0.1879690471
950	0.1878569789
951	0.1877360406
952	0.1876299278
953	0.1874498547
954	0.187238466
955	0.1870067253
956	0.186967517
957	0.1867293788
958	0.1865868311
959	0.1865679675
960	0.1865034754
961	0.1862148546
962	0.1861563594
963	0.1860429556
964	0.1857721641
965	0.1856561573
966	0.1854841415
967	0.1854737853
968	0.1852827655
969	0.1851711987
970	0.1851146811
971	0.1849724273
972	0.1848454628
973	0.1847882664
974	0.1846961781
975	0.1846700519
976	0.1843784041
977	0.1842793105
978	0.1842324695
979	0.1841766965
980	0.1840179902
981	0.1838468066
982	0.1837042652
983	0.1836209739
984	0.1834599838
985	0.1832357131
986	0.1830191099
987	0.1829273975
988	0.1828173257
989	0.1826305589
990	0.1825517352
991	0.1824410628
992	0.1823340721
993	0.1821689883
994	0.1821360658
995	0.1819227241
996	0.1817535167
997	0.1816472365
998	0.1816388439
999	0.1814154071
